WORD,POS,FREQ,RANK
活力,Na,187, 73.65
物理,Na,187, 73.66
內在,Na,187, 73.68
人體,Na,187, 73.69
講師,Na,186, 73.69
樂趣,Na,186, 73.69
體重,Na,185, 73.74
蝸牛,Na,185, 73.74
領導,Na,185, 73.74
群眾,Na,185, 73.75
規格,Na,185, 73.75
宣傳,Na,185, 73.75
鐵路,Na,184, 73.78
親子,Na,184, 73.78
價值觀,Na,184, 73.79
馬路,Na,184, 73.80
神經,Na,184, 73.81
桌,Na,184, 73.81
封,Nf,184, 73.82
坪,Nf,184, 73.83
錄影帶,Na,183, 73.85
團隊,Na,183, 73.86
英語,Na,183, 73.87
局面,Na,183, 73.88
老虎,Na,183, 73.89
羊,Na,183, 73.89
對手,Na,182, 73.90
星星,Na,182, 73.90
所得,Na,182, 73.91
主體,Na,182, 73.92
書記,Na,181, 73.94
咖啡,Na,181, 73.96
名單,Na,181, 73.96
主權,Na,181, 73.97
水泥,Na,181, 73.97
大哥,Na,181, 73.98
表,Na,180, 74.02
糾紛,Na,180, 74.03
手續,Na,180, 74.05
談判,Na,179, 74.07
里,Nf,179, 74.10
主持人,Na,179, 74.11
政權,Na,178, 74.14
季節,Na,178, 74.15
用地,Na,178, 74.16
刀,Na,178, 74.16
體,Na,177, 74.17
神話,Na,177, 74.20
著作,Na,176, 74.24
財團,Na,176, 74.24
音樂會,Na,176, 74.24
保障,Na,176, 74.25
姑娘,Na,176, 74.25
噸,Nf,175, 74.26
票,Na,175, 74.28
禮,Na,174, 74.30
魅力,Na,174, 74.31
廟,Na,174, 74.31
傾向,Na,174, 74.33
組長,Na,174, 74.34
專長,Na,174, 74.34
首長,Na,174, 74.35
物品,Na,174, 74.36
色,Na,174, 74.37
人工,Na,174, 74.38
學員,Na,173, 74.39
歲月,Na,173, 74.41
景象,Na,173, 74.41
佛,Na,173, 74.45
權威,Na,172, 74.47
班,Nf,172, 74.49
時空,Na,172, 74.49
社會主義,Na,172, 74.49
事宜,Na,172, 74.50
嬉皮,Na,171, 74.53
財富,Na,171, 74.53
原理,Na,171, 74.54
依據,Na,171, 74.54
行情,Na,171, 74.55
同胞,Na,171, 74.56
先導,Na,171, 74.56
斤,Nf,171, 74.57
貴族,Na,170, 74.58
祖先,Na,170, 74.59
姊姊,Na,170, 74.61
片,Na,170, 74.62
中小企業,Na,170, 74.62
B型,Na,170, 74.62
聯考,Na,169, 74.63
盤,Nf,169, 74.63
颱風,Na,169, 74.64
隊伍,Na,169, 74.64
隊,Na,169, 74.65
章,Na,169, 74.65
高度,Na,169, 74.66
旅,Na,169, 74.67
和尚,Na,169, 74.68
籃球,Na,168, 74.69
情境,Na,168, 74.71
副,Nf,168, 74.72
根,Na,168, 74.72
物價,Na,168, 74.72
生產力,Na,168, 74.74
趟,Nf,167, 74.76
數目,Na,167, 74.76
歌曲,Na,167, 74.77
解釋,Na,167, 74.77
詞彙,Na,167, 74.78
則,Nf,167, 74.80
身份,Na,167, 74.80
文物,Na,167, 74.81
心臟,Na,167, 74.81
電,Na,166, 74.82
發明,Na,166, 74.83
草,Na,166, 74.83
社長,Na,166, 74.83
司法,Na,166, 74.85
水果,Na,166, 74.85
靈魂,Na,165, 74.87
網,Na,165, 74.88
尊嚴,Na,165, 74.89
書法,Na,165, 74.90
軍人,Na,165, 74.91
物件,Na,165, 74.92
願望,Na,164, 74.93
禮拜,Na,164, 74.93
機,Na,164, 74.94
皇帝,Na,164, 74.96
男孩,Na,164, 74.97
競賽,Na,163, 74.99
筆,Na,163, 75.01
國王,Na,163, 75.03
主委,Na,163, 75.04
機械,Na,162, 75.06
影響力,Na,162, 75.06
飲料,Na,162, 75.07
科目,Na,162, 75.08
成人,Na,162, 75.10
名額,Na,162, 75.10
比率,Na,162, 75.11
雙手,Na,161, 75.12
樂園,Na,161, 75.13
湖,Na,161, 75.13
營養,Na,160, 75.17
艘,Nf,160, 75.17
時光,Na,160, 75.18
社員,Na,160, 75.18
考驗,Na,160, 75.19
敵人,Na,159, 75.23
儀器,Na,159, 75.24
煙,Na,159, 75.24
勢力,Na,159, 75.24
強盜,Na,159, 75.25
財政,Na,159, 75.25
倫理,Na,159, 75.26
負面,Na,159, 75.26
紅色,Na,159, 75.26
功夫,Na,159, 75.28
三年級,Na,159, 75.29
禮物,Na,158, 75.30
款,Nf,158, 75.30
眾人,Na,158, 75.30
家屬,Na,158, 75.31
兒女,Na,158, 75.33
行,Na,158, 75.33
嬰兒,Na,157, 75.34
演員,Na,157, 75.35
補助,Na,157, 75.35
象徵,Na,157, 75.36
案子,Na,157, 75.37
典禮,Na,157, 75.38
好朋友,Na,157, 75.38
熊,Na,156, 75.40
法人,Na,156, 75.42
服務業,Na,156, 75.42
行列,Na,156, 75.42
外表,Na,156, 75.44
工作站,Na,156, 75.44
證據,Na,155, 75.45
網球,Na,155, 75.47
進度,Na,155, 75.47
氣息,Na,155, 75.48
科系,Na,155, 75.49
人心,Na,155, 75.50
慾望,Na,154, 75.51
城堡,Na,154, 75.53
安打,Na,154, 75.54
文獻,Na,154, 75.54
鏡頭,Na,153, 75.55
雙,Nf,153, 75.55
績效,Na,153, 75.55
燈光,Na,153, 75.56
語文,Na,153, 75.56
團,Nf,153, 75.56
訴求,Na,153, 75.57
氣質,Na,153, 75.58
研究生,Na,153, 75.59
利率,Na,153, 75.60
老大,Na,153, 75.60
收穫,Na,153, 75.61
地主,Na,153, 75.61
手冊,Na,153, 75.61
式,Nf,152, 75.66
貸款,Na,151, 75.68
場面,Na,151, 75.68
記憶體,Na,151, 75.70
海水,Na,151, 75.70
效應,Na,151, 75.71
定位,Na,151, 75.71
心得,Na,151, 75.72
蝴蝶,Na,150, 75.75
義務,Na,150, 75.76
國籍,Na,150, 75.76
夫婦,Na,150, 75.78
腰,Na,149, 75.79
眼淚,Na,149, 75.80
專輯,Na,149, 75.81
主張,Na,149, 75.83
業績,Na,148, 75.85
雪,Na,148, 75.86
眼,Nf,148, 75.86
秘書長,Na,148, 75.88
核酸,Na,148, 75.88
面貌,Na,148, 75.89
背,Na,148, 75.89
決心,Na,148, 75.90
局長,Na,148, 75.91
石油,Na,148, 75.91
田,Na,148, 75.92
出版品,Na,148, 75.92
口號,Na,148, 75.93
講座,Na,147, 75.94
聯邦,Na,147, 75.94
錦標賽,Na,147, 75.95
選民,Na,147, 75.95
貓,Na,147, 75.95
童年,Na,147, 75.97
期限,Na,147, 75.97
門,Nf,147, 75.99
職務,Na,146, 76.01
碩士,Na,146, 76.03
詩人,Na,146, 76.03
費率,Na,146, 76.05
場合,Na,146, 76.05
商標,Na,146, 76.05
高速,Na,146, 76.06
美國人,Na,146, 76.06
股價,Na,146, 76.06
歌聲,Na,145, 76.08
船員,Na,145, 76.11
師父,Na,145, 76.12
架,Nf,145, 76.12
枚,Nf,145, 76.12
服裝,Na,145, 76.13
身材,Na,145, 76.13
公民,Na,145, 76.14
邏輯,Na,144, 76.15
題材,Na,144, 76.16
價位,Na,144, 76.17
頓,Nf,144, 76.17
腫瘤,Na,144, 76.17
鄉土,Na,144, 76.18
胃,Na,144, 76.19
武力,Na,144, 76.20
作風,Na,144, 76.21
牙齒,Na,144, 76.21
支援,Na,144, 76.22
體力,Na,143, 76.23
族,Na,143, 76.24
同性戀,Na,143, 76.26
古人,Na,143, 76.26
介紹,Na,143, 76.26
燈,Na,142, 76.28
機種,Na,142, 76.28
器材,Na,142, 76.28
著作權,Na,142, 76.29
細節,Na,142, 76.30
地板,Na,142, 76.31
地形,Na,142, 76.31
奶奶,Na,142, 76.32
四年級,Na,142, 76.32
半導體,Na,142, 76.33
土,Na,142, 76.33
測驗,Na,141, 76.36
副教授,Na,141, 76.36
海報,Na,141, 76.37
信念,Na,141, 76.37
刺激,Na,141, 76.37
技能,Na,141, 76.38
正義,Na,141, 76.39
台北訊,Na,141, 76.39
戲劇,Na,140, 76.40
滋味,Na,140, 76.42
血管,Na,140, 76.44
龍,Na,139, 76.47
價錢,Na,139, 76.47
領導人,Na,139, 76.48
國防,Na,139, 76.51
根本,Na,139, 76.51
容量,Na,139, 76.52
空地,Na,139, 76.53
注音,Na,139, 76.53
所長,Na,139, 76.53
行,Nf,139, 76.54
台商,Na,139, 76.54
編制,Na,138, 76.56
構造,Na,138, 76.56
夢想,Na,138, 76.57
腦,Na,138, 76.58
售價,Na,138, 76.59
高低,Na,138, 76.60
協議,Na,138, 76.61
平面,Na,138, 76.62
水平,Na,138, 76.62
幢,Nf,137, 76.64
雲,Na,137, 76.65
郵件,Na,137, 76.66
景,Na,137, 76.66
原料,Na,137, 76.67
昆蟲,Na,137, 76.68
打擊,Na,137, 76.68
劍,Na,136, 76.70
槍,Na,136, 76.70
意志,Na,136, 76.71
創造力,Na,136, 76.72
瓶,Nf,136, 76.72
美金,Na,136, 76.74
投手,Na,136, 76.74
二年級,Na,136, 76.76
聽眾,Na,135, 76.77
模樣,Na,135, 76.78
笑容,Na,135, 76.79
取向,Na,135, 76.80
兩性,Na,135, 76.81
決賽,Na,135, 76.81
平台,Na,135, 76.82
外國人,Na,135, 76.83
心力,Na,135, 76.83
工資,Na,135, 76.84
疑問,Na,134, 76.86
評價,Na,134, 76.87
共和國,Na,134, 76.89
介面,Na,134, 76.90
大戰,Na,134, 76.90
茶葉,Na,133, 76.92
能量,Na,133, 76.93
指示,Na,133, 76.93
治安,Na,133, 76.93
機能,Na,132, 76.97
劇團,Na,132, 76.98
念頭,Na,132, 77.00
利,Na,132, 77.01
書目,Na,131, 77.05
音色,Na,131, 77.05
走勢,Na,131, 77.06
沙漠,Na,131, 77.07
好友,Na,131, 77.08
鋼琴,Na,130, 77.09
歷程,Na,130, 77.09
資本主義,Na,130, 77.10
視野,Na,130, 77.10
風味,Na,130, 77.11
身子,Na,130, 77.12
百姓,Na,130, 77.12
同志,Na,130, 77.13
太空,Na,130, 77.14
中年,Na,130, 77.14
學科,Na,129, 77.15
號碼,Na,129, 77.16
溫度,Na,129, 77.16
針,Na,129, 77.17
師,Na,129, 77.17
弟子,Na,129, 77.18
好人,Na,129, 77.19
包裝,Na,129, 77.20
口味,Na,129, 77.20
陰影,Na,128, 77.23
海峽,Na,128, 77.24
後果,Na,128, 77.25
決議,Na,128, 77.26
老鼠,Na,128, 77.26
回憶,Na,128, 77.27
支出,Na,128, 77.27
上班族,Na,128, 77.27
頻率,Na,127, 77.29
語意,Na,127, 77.31
團員,Na,127, 77.31
迷宮,Na,127, 77.31
官,Na,127, 77.33
村民,Na,127, 77.33
次數,Na,127, 77.34
主因,Na,127, 77.34
世,Na,127, 77.34
觀光客,Na,126, 77.36
綠色,Na,126, 77.37
姓名,Na,126, 77.40
車禍,Na,126, 77.40
老百姓,Na,126, 77.41
老先生,Na,126, 77.41
民生,Na,126, 77.42
內閣,Na,126, 77.42
職位,Na,125, 77.44
潛能,Na,125, 77.44
實務,Na,125, 77.45
執政黨,Na,125, 77.47
師資,Na,125, 77.47
版,Na,125, 77.48
服飾,Na,125, 77.48
名義,Na,125, 77.49
歹徒,Na,125, 77.49
遍,Nf,124, 77.50
犀牛,Na,124, 77.51
被害人,Na,124, 77.51
胸,Na,124, 77.52
笑話,Na,124, 77.52
妻,Na,124, 77.53
命令,Na,124, 77.54
供應商,Na,124, 77.54
伯伯,Na,124, 77.54
住戶,Na,124, 77.55
用品,Na,124, 77.55
卡通,Na,124, 77.56
葉,Na,123, 77.58
善,Na,123, 77.58
通路,Na,123, 77.59
國父,Na,123, 77.59
鬼,Na,123, 77.60
重量,Na,123, 77.60
助益,Na,123, 77.61
合唱團,Na,123, 77.62
目錄,Na,123, 77.62
公職,Na,123, 77.63
上級,Na,123, 77.63
體質,Na,122, 77.64
臺灣人,Na,122, 77.65
電訊,Na,122, 77.65
美感,Na,122, 77.67
姿態,Na,122, 77.68
青春,Na,122, 77.68
角,Na,122, 77.68
攤販,Na,121, 77.70
難題,Na,121, 77.71
談話,Na,121, 77.72
夥伴,Na,121, 77.72
圖片,Na,121, 77.72
萬物,Na,121, 77.73
新生,Na,121, 77.73
順序,Na,121, 77.73
悲劇,Na,121, 77.74
部會,Na,121, 77.74
執照,Na,121, 77.74
秘密,Na,121, 77.74
個體,Na,121, 77.75
帝國,Na,121, 77.75
前述,Na,121, 77.75
助教,Na,121, 77.76
藝術品,Na,120, 77.78
簡介,Na,120, 77.79
薪水,Na,120, 77.79
營業額,Na,120, 77.79
親戚,Na,120, 77.79
質,Na,120, 77.80
範疇,Na,120, 77.80
愛滋病,Na,120, 77.81
幅度,Na,120, 77.81
狼,Na,120, 77.82
展覽,Na,120, 77.82
佛陀,Na,120, 77.84
色情,Na,120, 77.84
光線,Na,120, 77.85
主流,Na,120, 77.85
水源,Na,120, 77.85
人選,Na,120, 77.86
漁船,Na,119, 77.87
煩惱,Na,119, 77.88
真相,Na,119, 77.89
紀念,Na,119, 77.89
周,Nf,119, 77.91
耳,Na,119, 77.92
老太太,Na,119, 77.92
成長率,Na,119, 77.92
一年級,Na,119, 77.93
薪資,Na,118, 77.94
聲明,Na,118, 77.94
線路,Na,118, 77.95
模特兒,Na,118, 77.95
圖騰,Na,118, 77.95
被告,Na,118, 77.96
蛋,Na,118, 77.96
便當,Na,118, 77.97
災難,Na,118, 77.98
同業,Na,118, 78.00
民,Na,118, 78.00
刊物,Na,118, 78.00
人潮,Na,118, 78.01
題,Nf,117, 78.01
學分,Na,117, 78.02
領隊,Na,117, 78.02
圖案,Na,117, 78.02
電梯,Na,117, 78.03
腳踏車,Na,117, 78.03
新娘,Na,117, 78.04
無線電,Na,117, 78.04
票,Nf,117, 78.05
國土,Na,117, 78.05
高山,Na,117, 78.06
星,Na,117, 78.06
前言,Na,117, 78.07
母語,Na,117, 78.09
鐵,Na,116, 78.10
總裁,Na,116, 78.10
學歷,Na,116, 78.10
趣味,Na,116, 78.10
提案,Na,116, 78.11
眾生,Na,116, 78.12
啤酒,Na,116, 78.12
海拔,Na,116, 78.12
風潮,Na,116, 78.13
重心,Na,116, 78.13
信用,Na,116, 78.13
批評,Na,116, 78.14
尾巴,Na,116, 78.14
兵,Na,116, 78.14
肌膚,Na,116, 78.14
吋,Nf,116, 78.14
比較,Na,116, 78.15
分數,Na,116, 78.16
公開賽,Na,116, 78.16
工商,Na,116, 78.17
鏡子,Na,115, 78.17
職棒,Na,115, 78.18
舉,Na,115, 78.18
線條,Na,115, 78.18
畫作,Na,115, 78.19
終場,Na,115, 78.20
偶像,Na,115, 78.20
假期,Na,115, 78.20
高血壓,Na,115, 78.21
特點,Na,115, 78.21
技藝,Na,115, 78.22
共產主義,Na,115, 78.23
元素,Na,115, 78.24
工地,Na,115, 78.24
人家,Na,115, 78.25
頭腦,Na,114, 78.26
樹林,Na,114, 78.26
器官,Na,114, 78.27
漁民,Na,114, 78.27
筆記型,Na,114, 78.28
智財權,Na,114, 78.28
麻煩,Na,114, 78.29
產量,Na,114, 78.29
高層,Na,114, 78.29
相機,Na,114, 78.30
長度,Na,114, 78.30
朵,Nf,114, 78.31
地圖,Na,114, 78.31
種族,Na,113, 78.33
對策,Na,113, 78.34
隔間,Na,113, 78.34
棒球,Na,113, 78.34
圈,Nf,113, 78.35
院校,Na,113, 78.35
要點,Na,113, 78.36
前提,Na,113, 78.37
形狀,Na,113, 78.38
老婆,Na,113, 78.38
潰瘍,Na,112, 78.40
詞類,Na,112, 78.41
條文,Na,112, 78.41
情景,Na,112, 78.42
專線,Na,112, 78.42
耐心,Na,112, 78.43
姿勢,Na,112, 78.43
阿姨,Na,112, 78.44
股,Na,112, 78.44
協定,Na,112, 78.44
刊,Na,112, 78.45
樂,Na,111, 78.46
勞資,Na,111, 78.47
強勢,Na,111, 78.48
記號,Na,111, 78.48
格局,Na,111, 78.48
軌道,Na,111, 78.48
指揮,Na,111, 78.49
法官,Na,111, 78.50
回合,Na,111, 78.52
寶寶,Na,110, 78.54
榮譽,Na,110, 78.55
黃色,Na,110, 78.56
情慾,Na,110, 78.57
國宅,Na,110, 78.57
翅膀,Na,110, 78.58
音響,Na,110, 78.58
平原,Na,110, 78.59
大廈,Na,110, 78.60
護照,Na,109, 78.61
學業,Na,109, 78.62
價,Na,109, 78.62
勢,Na,109, 78.62
訂單,Na,109, 78.64
言,Na,109, 78.65
寺廟,Na,109, 78.65
手指,Na,109, 78.66
樹木,Na,108, 78.68
論元,Na,108, 78.69
語,Na,108, 78.69
週期,Na,108, 78.70
帽子,Na,108, 78.70
陶瓷,Na,108, 78.71
素質,Na,108, 78.71
肩,Na,108, 78.73
男孩子,Na,108, 78.73
麵包,Na,107, 78.75
課業,Na,107, 78.76
團,Na,107, 78.77
等級,Na,107, 78.78
椅子,Na,107, 78.78
貨物,Na,107, 78.79
痕跡,Na,107, 78.79
深度,Na,107, 78.79
彩券,Na,107, 78.80
材質,Na,107, 78.81
耳朵,Na,107, 78.81
米,Na,107, 78.82
左手,Na,107, 78.82
世人,Na,107, 78.82
父,Na,107, 78.83
文教,Na,107, 78.83
天文,Na,107, 78.83
友人,Na,107, 78.83
類別,Na,106, 78.84
總理,Na,106, 78.85
戰場,Na,106, 78.85
影子,Na,106, 78.86
製造業,Na,106, 78.86
粒子,Na,106, 78.88
望遠鏡,Na,106, 78.88
排,Nf,106, 78.88
老兵,Na,106, 78.91
江,Na,106, 78.91
牛奶,Na,106, 78.92
毛病,Na,106, 78.92
公文,Na,106, 78.93
壞人,Na,105, 78.93
鼻子,Na,105, 78.94
海域,Na,105, 78.97
時段,Na,105, 78.97
個股,Na,105, 78.98
派,Nf,105, 78.98
奇蹟,Na,105, 78.99
沙灘,Na,105, 78.99
老人家,Na,105, 79.00
企業家,Na,105, 79.00
生命力,Na,105, 79.00
大象,Na,105, 79.01
變數,Na,104, 79.02
糧,Na,104, 79.02
環,Na,104, 79.02
螞蟻,Na,104, 79.02
廢水,Na,104, 79.03
精力,Na,104, 79.03
節奏,Na,104, 79.04
匯率,Na,104, 79.04
陷阱,Na,104, 79.05
連接詞,Na,104, 79.05
規畫,Na,104, 79.05
留學生,Na,104, 79.06
修飾語,Na,104, 79.07
好手,Na,104, 79.09
水質,Na,104, 79.09
職員,Na,103, 79.11
鴨,Na,103, 79.12
錄音帶,Na,103, 79.12
機率,Na,103, 79.12
機制,Na,103, 79.12
福,Na,103, 79.13
氣勢,Na,103, 79.13
展,Na,103, 79.14
宗旨,Na,103, 79.15
叔叔,Na,103, 79.15
Internet,Na,103, 79.16
聯賽,Na,102, 79.18
圖形,Na,102, 79.18
碗,Na,102, 79.18
傳播,Na,102, 79.19
畢業生,Na,102, 79.19
草原,Na,102, 79.20
軍,Na,102, 79.20
毒,Na,102, 79.21
指令,Na,102, 79.21
金牌,Na,102, 79.21
地步,Na,102, 79.22
皮,Na,102, 79.22
包袱,Na,102, 79.23
據點,Na,101, 79.24
對話,Na,101, 79.25
現狀,Na,101, 79.26
訊號,Na,101, 79.27
班級,Na,101, 79.27
科,Nf,101, 79.27
毒品,Na,101, 79.27
佔有率,Na,101, 79.29
本報訊,Na,101, 79.29
幼兒,Na,101, 79.29
召集人,Na,101, 79.30
主婦,Na,101, 79.30
證明,Na,100, 79.31
聯誼會,Na,100, 79.32
溪,Na,100, 79.33
理,Na,100, 79.34
球隊,Na,100, 79.34
骨髓,Na,100, 79.34
男友,Na,100, 79.35
曲子,Na,100, 79.36
地址,Na,100, 79.36
外人,Na,100, 79.37
總幹事,Na,99, 79.38
碗,Nf,99, 79.40
部位,Na,99, 79.41
造形,Na,99, 79.42
細菌,Na,99, 79.42
情態,Na,99, 79.42
情節,Na,99, 79.42
根源,Na,99, 79.43
島嶼,Na,99, 79.43
型式,Na,99, 79.43
法案,Na,99, 79.44
姐,Na,99, 79.44
具,Nf,99, 79.44
君,Na,99, 79.44
只,Nf,99, 79.45
毛,Na,99, 79.46
心聲,Na,99, 79.46
上司,Na,99, 79.47
蘋果,Na,98, 79.48
輻射,Na,98, 79.48
親友,Na,98, 79.49
論壇,Na,98, 79.49
盤勢,Na,98, 79.49
熱情,Na,98, 79.49
遠景,Na,98, 79.50
語音,Na,98, 79.50
歌手,Na,98, 79.50
獅子,Na,98, 79.50
瓷,Na,98, 79.51
旋律,Na,98, 79.52
情結,Na,98, 79.52
航線,Na,98, 79.53
神通,Na,98, 79.53
省委,Na,98, 79.54
建物,Na,98, 79.54
肢體,Na,98, 79.55
折扣,Na,98, 79.55
自信,Na,98, 79.56
地方性,Na,98, 79.56
王子,Na,98, 79.57
護理,Na,97, 79.58
嘴巴,Na,97, 79.60
劇本,Na,97, 79.60
運動會,Na,97, 79.61
會計,Na,97, 79.61
勞力,Na,97, 79.61
討論,Na,97, 79.62
家教,Na,97, 79.63
盈餘,Na,97, 79.63
果實,Na,97, 79.64
米,Nf,97, 79.65
竹,Na,97, 79.65
污染,Na,97, 79.65
地價,Na,97, 79.65
目光,Na,97, 79.65
生死,Na,97, 79.66
布,Na,97, 79.66
包,Nf,97, 79.66
王國,Na,97, 79.66
月光,Na,97, 79.66
化妝品,Na,97, 79.67
禪,Na,96, 79.68
靜態,Na,96, 79.68
學說,Na,96, 79.68
噪音,Na,96, 79.68
舞,Na,96, 79.69
演唱會,Na,96, 79.69
經貿,Na,96, 79.70
郵票,Na,96, 79.70
處境,Na,96, 79.71
眼神,Na,96, 79.72
密度,Na,96, 79.72
是非,Na,96, 79.74
肌肉,Na,96, 79.76
日圓,Nf,96, 79.77
午餐,Na,96, 79.77
公權力,Na,96, 79.77
六年級,Na,96, 79.77
大道,Na,96, 79.78
標誌,Na,95, 79.79
甄試,Na,95, 79.79
進展,Na,95, 79.80
座談,Na,95, 79.81
門票,Na,95, 79.82
任,Nf,95, 79.83
水墨,Na,95, 79.84
導師,Na,94, 79.85
鞋子,Na,94, 79.85
跡象,Na,94, 79.86
試驗,Na,94, 79.86
董事,Na,94, 79.86
絲,Nf,94, 79.87
終身,Na,94, 79.87
缺失,Na,94, 79.89
林,Na,94, 79.90
事變,Na,94, 79.90
抗爭,Na,94, 79.90
立法委員,Na,94, 79.91
田徑,Na,94, 79.92
一體,Na,94, 79.93
錯,Na,93, 79.94
融資,Na,93, 79.94
蔬菜,Na,93, 79.94
舞者,Na,93, 79.94
零用錢,Na,93, 79.95
景色,Na,93, 79.96
氣象,Na,93, 79.96
弱勢,Na,93, 79.97
家事,Na,93, 79.97
物體,Na,93, 79.97
刻,Nf,93, 79.97
行政院長,Na,93, 79.98
冊,Nf,93, 79.98
心願,Na,93, 79.99
藝人,Na,92, 80.00
頻道,Na,92, 80.01
糖,Na,92, 80.01
戰績,Na,92, 80.01
學費,Na,92, 80.01
學,Na,92, 80.01
樓梯,Na,92, 80.02
製品,Na,92, 80.03
新人,Na,92, 80.03
現金,Na,92, 80.04
商機,Na,92, 80.04
記者會,Na,92, 80.04
桌子,Na,92, 80.05
苦,Na,92, 80.05
屋子,Na,92, 80.05
威力,Na,92, 80.06
花朵,Na,92, 80.06
性教育,Na,92, 80.07
肝癌,Na,92, 80.07
我方,Na,92, 80.07
老年人,Na,92, 80.08
成交量,Na,92, 80.08
地毯,Na,92, 80.08
外匯,Na,92, 80.09
右手,Na,92, 80.09
卡片,Na,92, 80.09
公聽會,Na,92, 80.10
山谷,Na,92, 80.10
女友,Na,92, 80.10
變革,Na,91, 80.11
關卡,Na,91, 80.11
臉色,Na,91, 80.12
親人,Na,91, 80.12
憲法,Na,91, 80.12
圖說,Na,91, 80.13
雷射,Na,91, 80.13
塑膠,Na,91, 80.13
視窗,Na,91, 80.13
牌,Na,91, 80.14
鳥兒,Na,91, 80.14
處長,Na,91, 80.14
國建,Na,91, 80.15
氧氣,Na,91, 80.15
書本,Na,91, 80.16
師長,Na,91, 80.16
容積,Na,91, 80.16
要素,Na,91, 80.17
美軍,Na,91, 80.17
屍體,Na,91, 80.17
客家,Na,91, 80.17
品味,Na,91, 80.17
信徒,Na,91, 80.18
信用卡,Na,91, 80.18
河流,Na,91, 80.18
成就感,Na,91, 80.19
瓦斯,Na,91, 80.19
外觀,Na,91, 80.19
外商,Na,91, 80.19
主語,Na,91, 80.20
雕刻,Na,90, 80.21
鋼鐵,Na,90, 80.22
樂曲,Na,90, 80.22
短線,Na,90, 80.24
掌聲,Na,90, 80.24
教訓,Na,90, 80.25
常識,Na,90, 80.25
國旗,Na,90, 80.25
蚊子,Na,90, 80.26
股份,Na,90, 80.26
知識分子,Na,90, 80.27
步道,Na,90, 80.27
住家,Na,90, 80.28
生日,Na,90, 80.29
巨人,Na,90, 80.29
外婆,Na,90, 80.29
尺寸,Na,90, 80.29
天才,Na,90, 80.29
公務人員,Na,90, 80.30
人情,Na,90, 80.30
總數,Na,89, 80.31
學子,Na,89, 80.31
賓語,Na,89, 80.32
電池,Na,89, 80.33
條款,Na,89, 80.35
神情,Na,89, 80.35
柳琴,Na,89, 80.36
股東,Na,89, 80.36
良心,Na,89, 80.37
句,Na,89, 80.38
文書,Na,89, 80.39
手槍,Na,89, 80.39
尺度,Na,89, 80.39
中醫,Na,89, 80.40
工藝,Na,89, 80.40
體型,Na,88, 80.40
學童,Na,88, 80.41
誠意,Na,88, 80.42
罪嫌,Na,88, 80.42
湯,Na,88, 80.43
眼鏡,Na,88, 80.44
得主,Na,88, 80.44
客家人,Na,88, 80.45
名利,Na,88, 80.46
全家,Na,88, 80.46
全民健保,Na,88, 80.46
民族學,Na,88, 80.46
右派,Na,88, 80.47
代表隊,Na,88, 80.47
鐘,Na,87, 80.49
類,Na,87, 80.49
蟲,Na,87, 80.49
隧道,Na,87, 80.49
學系,Na,87, 80.50
熱潮,Na,87, 80.50
熊膽,Na,87, 80.50
感,Na,87, 80.51
理工,Na,87, 80.52
情趣,Na,87, 80.52
草地,Na,87, 80.52
畝,Nf,87, 80.53
氣溫,Na,87, 80.53
香水,Na,87, 80.53
事故,Na,87, 80.54
同伴,Na,87, 80.55
出路,Na,87, 80.56
日記,Na,87, 80.56
群體,Na,86, 80.58
硬碟,Na,86, 80.59
貨幣,Na,86, 80.59
專欄,Na,86, 80.60
旁人,Na,86, 80.61
效能,Na,86, 80.61
風波,Na,86, 80.61
招牌,Na,86, 80.62
岩石,Na,86, 80.62
式,Na,86, 80.63
因子,Na,86, 80.63
母,Na,86, 80.64
功效,Na,86, 80.64
月份,Na,86, 80.65
公益,Na,86, 80.65
O型,Na,86, 80.65
關聯,Na,85, 80.66
標本,Na,85, 80.66
數,Na,85, 80.67
語氣,Na,85, 80.68
當事人,Na,85, 80.68
發言人,Na,85, 80.69
晶片,Na,85, 80.70
蛋白質,Na,85, 80.70
粒,Nf,85, 80.70
晚餐,Na,85, 80.70
派系,Na,85, 80.72
武功,Na,85, 80.72
作為,Na,85, 80.73
市政,Na,85, 80.73
公寓,Na,85, 80.74
小學生,Na,85, 80.74
子孫,Na,85, 80.74
藥品,Na,84, 80.75
職,Na,84, 80.75
簡報,Na,84, 80.75
牆壁,Na,84, 80.76
餐,Nf,84, 80.76
戰火,Na,84, 80.76
導遊,Na,84, 80.77
綠地,Na,84, 80.77
榮民,Na,84, 80.77
稅,Na,84, 80.78
殼,Na,84, 80.79
高手,Na,84, 80.80
修養,Na,84, 80.81
美學,Na,84, 80.81
美食,Na,84, 80.81
美女,Na,84, 80.81
役,Na,84, 80.83
代表性,Na,84, 80.85
巴士,Na,84, 80.85
優待,Na,83, 80.86
遺跡,Na,83, 80.86
練習,Na,83, 80.86
演說,Na,83, 80.87
董事會,Na,83, 80.87
嫌,Na,83, 80.87
評審,Na,83, 80.88
習性,Na,83, 80.89
產物,Na,83, 80.89
條約,Na,83, 80.90
晚會,Na,83, 80.90
副總經理,Na,83, 80.90
病情,Na,83, 80.91
師傅,Na,83, 80.91
哲學家,Na,83, 80.91
長官,Na,83, 80.91
泥土,Na,83, 80.92
卷,Nf,83, 80.92
